INDEX PR_0 PR_1 PR_2
chr11_87749393_87749900_MACS_peak_6116 0.5179 0.0536 0.4286
chr11_87755408_87755735_MACS_peak_3354 0.5893 0.1429 0.2679
chr11_87759323_87759545_MACS_peak_3355 0.6607 0.1786 0.1607
chr11_87759583_87759927_MACS_peak_3356 0.6071 0.0893 0.3036
chr11_87790210_87790410_MACS_peak_6118 0.8929 0.0179 0.0893
chr11_87852993_87853315_MACS_peak_6120 0.8571 0.0357 0.1071
chr11_87853091_87853495_MACS_peak_3357 0.8214 0.0893 0.0893
chr11_87967750_87968010_MACS_peak_6121 0.9464 0.0179 0.0357
chr11_87987064_87987278_MACS_peak_6122 0.9107 0.0536 0.0357
chr11_88047240_88048014_MACS_peak_3359 0.5714 0.1250 0.3036
chr11_88047267_88048477_MACS_peak_6124 0.4643 0.1250 0.4107
chr11_88054594_88054806_MACS_peak_3360 1.0000 0.0000 0.0000
chr11_88083829_88084131_MACS_peak_6127 0.6964 0.0357 0.2679
chr11_88092017_88092278_MACS_peak_6128 0.8929 0.0179 0.0893
chr11_88092094_88092294_MACS_peak_3364 0.9107 0.0179 0.0714
chr11_88099607_88099810_MACS_peak_6131 0.7857 0.1607 0.0536
chr11_88126284_88126571_MACS_peak_6132 0.9107 0.0179 0.0714
chr11_88140417_88140684_MACS_peak_6134 0.8929 0.0179 0.0893
chr11_88173499_88173893_MACS_peak_6137 0.7857 0.0714 0.1429
chr11_88187642_88188172_MACS_peak_6138 0.8036 0.0893 0.1071
chr11_88187761_88187982_MACS_peak_3367 0.8750 0.0536 0.0714
chr11_88204151_88204534_MACS_peak_3369 0.6786 0.1071 0.2143
chr11_88204185_88204549_MACS_peak_6140 0.6786 0.1250 0.1964
chr11_88233677_88233926_MACS_peak_6142 0.8929 0.0179 0.0893
chr11_88234073_88234450_MACS_peak_6143 0.8214 0.0536 0.1250
chr11_88244758_88244958_MACS_peak_3370 1.0000 0.0000 0.0000
chr11_88335783_88335983_MACS_peak_3371 1.0000 0.0000 0.0000
chr11_88425630_88425978_MACS_peak_3372 1.0000 0.0000 0.0000
chr11_88444074_88444346_MACS_peak_6146 0.9821 0.0000 0.0179
chr11_88521537_88521750_MACS_peak_6147 0.9821 0.0179 0.0000
chr11_88595687_88595981_MACS_peak_3373 1.0000 0.0000 0.0000
chr11_88599171_88599610_MACS_peak_6149 0.8750 0.0179 0.1071
chr11_88663750_88664116_MACS_peak_6151 0.7679 0.0000 0.2321
chr11_88667587_88667787_MACS_peak_6152 0.8750 0.0000 0.1250
chr11_88692515_88692760_MACS_peak_3375 0.9821 0.0000 0.0179
chr11_88830441_88830641_MACS_peak_6155 0.9643 0.0000 0.0357
chr11_88831034_88831234_MACS_peak_6156 1.0000 0.0000 0.0000
chr11_88864307_88865002_MACS_peak_3377 0.6607 0.0536 0.2857
chr11_88864513_88864932_MACS_peak_6157 0.6786 0.0893 0.2321
chr11_88955015_88955215_MACS_peak_6160 0.9286 0.0357 0.0357
chr11_88955357_88955659_MACS_peak_3379 0.6786 0.0714 0.2500
chr11_88973824_88974094_MACS_peak_3380 0.8214 0.0357 0.1429
chr11_88999132_88999814_MACS_peak_3382 0.6964 0.0536 0.2500
chr11_88999229_88999571_MACS_peak_6164 0.7321 0.0714 0.1964
chr11_89059928_89060367_MACS_peak_6165 0.7500 0.1250 0.1250
chr11_89060190_89060452_MACS_peak_3383 0.8393 0.0893 0.0714
chr11_89060483_89061080_MACS_peak_6166 0.6250 0.1071 0.2679
chr11_89060514_89060840_MACS_peak_3384 0.6607 0.1607 0.1786
chr11_89066268_89066475_MACS_peak_3385 0.9821 0.0179 0.0000
chr11_89107236_89107436_MACS_peak_6168 0.8750 0.0893 0.0357
chr11_89370447_89370656_MACS_peak_3390 0.9464 0.0357 0.0179
chr11_89626955_89627225_MACS_peak_6173 0.9821 0.0000 0.0179
chr11_89775429_89775631_MACS_peak_6174 0.8571 0.1071 0.0357
chr11_89985339_89985689_MACS_peak_6176 0.8214 0.0179 0.1607
chr11_90002728_90003138_MACS_peak_6177 0.6607 0.0536 0.2857
chr11_90002729_90003061_MACS_peak_3392 0.6786 0.0536 0.2679
chr11_9010621_9011091_MACS_peak_2472 0.7857 0.0893 0.1250
chr11_9010819_9011360_MACS_peak_4698 0.7143 0.0536 0.2321
chr11_90218601_90218801_MACS_peak_6178 0.9821 0.0000 0.0179
chr11_90286544_90286895_MACS_peak_6181 0.9107 0.0179 0.0714
chr11_90480692_90480892_MACS_peak_6183 0.9464 0.0179 0.0357
chr11_9048426_9048747_MACS_peak_4699 0.8571 0.0714 0.0714
chr11_90512695_90512971_MACS_peak_3397 0.9107 0.0714 0.0179
chr11_90538565_90538858_MACS_peak_3399 0.1250 0.0893 0.7857
chr11_90553972_90554375_MACS_peak_6186 0.8571 0.0357 0.1071
chr11_90558691_90558921_MACS_peak_6187 0.9107 0.0179 0.0714
chr11_90576621_90576884_MACS_peak_6188 0.9643 0.0000 0.0357
chr11_90586257_90586553_MACS_peak_6189 0.7321 0.0179 0.2500
chr11_90616509_90616709_MACS_peak_6190 0.9464 0.0179 0.0357
chr11_90637759_90638308_MACS_peak_6191 0.6786 0.0893 0.2321
chr11_90637796_90638026_MACS_peak_3400 0.7679 0.1071 0.1250
chr11_90638090_90638328_MACS_peak_3401 0.7500 0.1607 0.0893
chr11_90638395_90638637_MACS_peak_3402 0.8571 0.1071 0.0357
chr11_90664953_90665154_MACS_peak_6192 0.8929 0.1071 0.0000
chr11_90803169_90803590_MACS_peak_6195 0.9643 0.0000 0.0357
chr11_9113169_9113502_MACS_peak_4701 0.6786 0.1071 0.2143
chr11_91498723_91498956_MACS_peak_6196 0.9643 0.0179 0.0179
chr11_92904104_92904534_MACS_peak_6199 0.6786 0.0357 0.2857
chr11_9316586_9316958_MACS_peak_4703 0.7500 0.0357 0.2143
chr11_9317319_9317663_MACS_peak_4704 0.8214 0.0357 0.1429
chr11_93531413_93531758_MACS_peak_6201 0.6607 0.0893 0.2500
chr11_9373396_9373716_MACS_peak_4705 0.9464 0.0000 0.0536
chr11_93812965_93813215_MACS_peak_6205 0.9821 0.0000 0.0179
chr11_93885681_93886271_MACS_peak_6208 0.4643 0.1607 0.3750
chr11_93886066_93886393_MACS_peak_3404 0.6250 0.1071 0.2679
chr11_93941042_93941242_MACS_peak_6209 0.9464 0.0357 0.0179
chr11_93955553_93956190_MACS_peak_6211 0.5714 0.1071 0.3214
chr11_93955762_93956198_MACS_peak_3405 0.5893 0.1607 0.2500
chr11_93995251_93995572_MACS_peak_6213 0.6071 0.1429 0.2500
chr11_94243286_94243521_MACS_peak_3410 0.9821 0.0000 0.0179
chr11_94276832_94277032_MACS_peak_6221 0.9643 0.0179 0.0179
chr11_94321630_94321830_MACS_peak_3412 0.9286 0.0357 0.0357
chr11_94321646_94322212_MACS_peak_6222 0.6964 0.0714 0.2321
chr11_94321917_94322313_MACS_peak_3413 0.6607 0.1071 0.2321
chr11_94344243_94344504_MACS_peak_3415 1.0000 0.0000 0.0000
chr11_94386294_94386704_MACS_peak_6225 0.8036 0.1071 0.0893
chr11_94404730_94404987_MACS_peak_6226 0.9107 0.0000 0.0893
chr11_94430207_94430407_MACS_peak_6227 0.9643 0.0357 0.0000
chr11_94474507_94474763_MACS_peak_3417 1.0000 0.0000 0.0000
chr11_94486097_94486376_MACS_peak_6229 0.9464 0.0179 0.0357
chr11_94491267_94491469_MACS_peak_6230 0.9821 0.0000 0.0179
chr11_94548672_94549348_MACS_peak_6231 0.5357 0.0357 0.4286
chr11_94548965_94549379_MACS_peak_3418 0.5536 0.0893 0.3571
chr11_94570864_94571091_MACS_peak_3419 1.0000 0.0000 0.0000
chr11_94653615_94654027_MACS_peak_6234 0.8214 0.0179 0.1607
chr11_94677385_94677675_MACS_peak_3422 0.7857 0.1250 0.0893
chr11_94741841_94742041_MACS_peak_6236 0.9464 0.0179 0.0357
chr11_94936835_94937361_MACS_peak_6237 0.8750 0.0357 0.0893
chr11_94942444_94942644_MACS_peak_6238 0.9107 0.0357 0.0536
chr11_94979009_94979226_MACS_peak_3426 0.7321 0.1250 0.1429
chr11_95000823_95001023_MACS_peak_6241 0.9107 0.0536 0.0357
chr11_95020045_95020245_MACS_peak_3429 0.9107 0.0893 0.0000
chr11_95041249_95041623_MACS_peak_6242 0.8571 0.0714 0.0714
chr11_95041297_95041753_MACS_peak_3430 0.8750 0.0536 0.0714
chr11_95047114_95047314_MACS_peak_3431 0.9643 0.0179 0.0179
chr11_95076350_95076570_MACS_peak_3432 1.0000 0.0000 0.0000
chr11_95118443_95118643_MACS_peak_3434 0.9464 0.0536 0.0000
chr11_95121437_95121855_MACS_peak_6244 0.9107 0.0714 0.0179
chr11_95251409_95251609_MACS_peak_6245 0.8929 0.0536 0.0536
chr11_95293171_95293379_MACS_peak_6249 0.8214 0.1071 0.0714
chr11_95309427_95310563_MACS_peak_3437 0.3036 0.0536 0.6429
chr11_95309545_95310554_MACS_peak_6250 0.3036 0.0536 0.6429
chr11_9531732_9532077_MACS_peak_4706 0.8571 0.0179 0.1250
chr11_95354598_95354798_MACS_peak_6252 0.9286 0.0357 0.0357
chr11_95356690_95357146_MACS_peak_3440 0.9643 0.0000 0.0357
chr11_95367153_95367443_MACS_peak_3441 0.9821 0.0000 0.0179
chr11_95384403_95385056_MACS_peak_3442 0.5357 0.1071 0.3571
chr11_95392379_95392646_MACS_peak_3443 0.9821 0.0179 0.0000
chr11_95398058_95398258_MACS_peak_3444 0.9821 0.0000 0.0179
chr11_95414412_95415032_MACS_peak_6255 0.6607 0.0179 0.3214
chr11_95513731_95514004_MACS_peak_6256 0.9464 0.0000 0.0536
chr11_95570886_95571090_MACS_peak_6259 0.9643 0.0179 0.0179
chr11_95666648_95667157_MACS_peak_6260 0.6607 0.0714 0.2679
chr11_95666712_95667142_MACS_peak_3447 0.6964 0.0536 0.2500
chr11_95676522_95676804_MACS_peak_6261 0.9464 0.0000 0.0536
chr11_95765293_95765615_MACS_peak_6265 0.9286 0.0000 0.0714
chr11_95824132_95824643_MACS_peak_6267 0.6429 0.0179 0.3393
chr11_95824224_95824724_MACS_peak_3449 0.6250 0.0536 0.3214
chr11_95834057_95834640_MACS_peak_3450 0.8571 0.0357 0.1071
chr11_95834564_95834985_MACS_peak_6268 0.8036 0.0714 0.1250
chr11_95842062_95842490_MACS_peak_3451 0.8750 0.0179 0.1071
chr11_95858647_95859144_MACS_peak_3452 0.5000 0.0714 0.4286
chr11_96005749_96006073_MACS_peak_6271 0.9107 0.0536 0.0357
chr11_96064645_96064983_MACS_peak_3453 0.8214 0.0714 0.1071
chr11_96075536_96076222_MACS_peak_6275 0.4643 0.0714 0.4643
chr11_96075569_96076270_MACS_peak_3455 0.4643 0.0714 0.4643
chr11_96271451_96271681_MACS_peak_6276 0.9286 0.0357 0.0357
chr11_96272386_96272661_MACS_peak_6277 0.9107 0.0714 0.0179
chr11_96272411_96272611_MACS_peak_3456 0.9464 0.0536 0.0000
chr11_96283207_96283408_MACS_peak_3457 1.0000 0.0000 0.0000
chr11_96318122_96318322_MACS_peak_3458 1.0000 0.0000 0.0000
chr11_96344076_96344294_MACS_peak_3459 0.9821 0.0179 0.0000
chr11_96399876_96400076_MACS_peak_6278 0.9286 0.0536 0.0179
chr11_96441515_96441944_MACS_peak_6279 0.7321 0.0536 0.2143
chr11_96467116_96467342_MACS_peak_3463 0.9821 0.0179 0.0000
chr11_96478893_96479093_MACS_peak_6281 0.7857 0.1964 0.0179
chr11_96760171_96760389_MACS_peak_6287 0.9107 0.0000 0.0893
chr11_96765687_96765955_MACS_peak_6288 0.8929 0.0179 0.0893
chr11_96777407_96777909_MACS_peak_3464 0.5893 0.0179 0.3929
chr11_96777446_96777981_MACS_peak_6289 0.5893 0.0179 0.3929
chr11_96789032_96789385_MACS_peak_3465 0.7321 0.1071 0.1607
chr11_96789058_96789342_MACS_peak_6290 0.7321 0.1071 0.1607
chr11_96822782_96823056_MACS_peak_6291 0.8750 0.0536 0.0714
chr11_96823728_96824539_MACS_peak_3466 0.7500 0.0714 0.1786
chr11_96824132_96824434_MACS_peak_6292 0.8393 0.0357 0.1250
chr11_96829478_96829810_MACS_peak_6293 0.6964 0.1250 0.1786
chr11_96829610_96829810_MACS_peak_3467 0.7321 0.1786 0.0893
chr11_96829903_96830389_MACS_peak_6294 0.6071 0.0357 0.3571
chr11_96829934_96830430_MACS_peak_3468 0.6071 0.0536 0.3393
chr11_96861807_96862323_MACS_peak_6297 0.9107 0.0179 0.0714
chr11_96861983_96862359_MACS_peak_3470 0.9286 0.0179 0.0536
chr11_96916101_96916803_MACS_peak_3472 0.7321 0.0000 0.2679
chr11_96916128_96916779_MACS_peak_6301 0.7321 0.0357 0.2321
chr11_96925752_96926114_MACS_peak_6302 0.8393 0.0179 0.1429
chr11_96936894_96937094_MACS_peak_6303 0.9286 0.0357 0.0357
chr11_96937542_96937822_MACS_peak_6304 0.9286 0.0000 0.0714
chr11_96943743_96944289_MACS_peak_3473 0.5000 0.0179 0.4821
chr11_96943777_96944306_MACS_peak_6305 0.5000 0.0179 0.4821
chr11_96967315_96967518_MACS_peak_6307 0.8571 0.0893 0.0536
chr11_96977218_96977515_MACS_peak_6308 0.7679 0.1250 0.1071
chr11_96977344_96978209_MACS_peak_3474 0.4107 0.0357 0.5536
chr11_96977641_96978215_MACS_peak_6309 0.4286 0.0714 0.5000
chr11_96987847_96988215_MACS_peak_3475 0.9821 0.0179 0.0000
chr11_97008242_97008522_MACS_peak_6311 0.9821 0.0000 0.0179
chr11_97021925_97022141_MACS_peak_3477 0.9821 0.0000 0.0179
chr11_97022236_97022436_MACS_peak_3478 0.9821 0.0179 0.0000
chr11_97026197_97026397_MACS_peak_6312 0.8214 0.0357 0.1429
chr11_97029790_97029990_MACS_peak_6313 0.8393 0.0893 0.0714
chr11_97050584_97050930_MACS_peak_6315 0.8929 0.0357 0.0714
chr11_97050785_97050989_MACS_peak_3480 0.9107 0.0714 0.0179
chr11_97114616_97114829_MACS_peak_6317 0.9821 0.0179 0.0000
chr11_97123804_97124004_MACS_peak_6318 0.9643 0.0000 0.0357
chr11_97127210_97127449_MACS_peak_3484 1.0000 0.0000 0.0000
chr11_97150946_97151146_MACS_peak_3485 0.8214 0.1429 0.0357
chr11_97309539_97309926_MACS_peak_6327 0.8929 0.0357 0.0714
chr11_97310244_97310535_MACS_peak_6328 0.8750 0.0536 0.0714
chr11_97315555_97315918_MACS_peak_6329 0.7500 0.0893 0.1607
chr11_97315575_97316002_MACS_peak_3491 0.7500 0.0714 0.1786
chr11_97401217_97401468_MACS_peak_3493 0.9643 0.0357 0.0000
chr11_97415544_97415762_MACS_peak_6333 0.7143 0.1786 0.1071
chr11_97428003_97428455_MACS_peak_6334 0.7500 0.0536 0.1964
chr11_97434803_97435019_MACS_peak_3494 0.8393 0.0714 0.0893
chr11_97434915_97435384_MACS_peak_6335 0.5714 0.0536 0.3750
chr11_97435970_97436378_MACS_peak_6336 0.5893 0.0893 0.3214
chr11_97509818_97510061_MACS_peak_3495 0.9464 0.0357 0.0179
chr11_97531815_97532025_MACS_peak_3496 0.8571 0.0536 0.0893
chr11_97531842_97532128_MACS_peak_6338 0.8214 0.1071 0.0714
chr11_97532976_97533306_MACS_peak_6339 0.7679 0.0893 0.1429
chr11_97533069_97533269_MACS_peak_3497 0.8750 0.0179 0.1071
chr11_97546206_97546406_MACS_peak_6340 0.9286 0.0179 0.0536
chr11_97563688_97564113_MACS_peak_6342 0.5714 0.0179 0.4107
chr11_97568682_97568882_MACS_peak_3499 0.8750 0.0357 0.0893
chr11_97575303_97575526_MACS_peak_6343 0.8929 0.0893 0.0179
chr11_97622582_97622782_MACS_peak_6346 0.8929 0.0000 0.1071
chr11_97628987_97629302_MACS_peak_6347 0.8750 0.0893 0.0357
chr11_97684112_97684436_MACS_peak_6352 0.8750 0.0536 0.0714
chr11_97685655_97685855_MACS_peak_3503 0.9107 0.0357 0.0536
chr11_97685682_97685968_MACS_peak_6353 0.8929 0.0357 0.0714
chr11_97702686_97702995_MACS_peak_3504 0.8214 0.1607 0.0179
chr11_97703106_97703551_MACS_peak_3505 0.6250 0.1250 0.2500
chr11_97703120_97703518_MACS_peak_6354 0.6250 0.1607 0.2143
chr11_97718504_97718861_MACS_peak_6355 0.7679 0.0714 0.1607
chr11_97728295_97728731_MACS_peak_3506 0.6429 0.1071 0.2500
chr11_97728349_97728913_MACS_peak_6356 0.6429 0.0893 0.2679
chr11_97745120_97745397_MACS_peak_3508 0.7500 0.0714 0.1786
chr11_97766366_97766859_MACS_peak_3509 0.8036 0.0000 0.1964
chr11_97766543_97766927_MACS_peak_6358 0.7857 0.0179 0.1964
chr11_97782136_97782647_MACS_peak_3510 0.7857 0.0536 0.1607
chr11_97799213_97799799_MACS_peak_3511 0.6250 0.1429 0.2321
chr11_97799213_97799872_MACS_peak_6361 0.6250 0.1071 0.2679
chr11_97825162_97825578_MACS_peak_3512 0.9464 0.0536 0.0000
chr11_97829983_97830286_MACS_peak_6364 0.8393 0.0179 0.1429
chr11_97883687_97883888_MACS_peak_3513 0.9107 0.0714 0.0179
chr11_97884099_97884715_MACS_peak_6366 0.6071 0.0893 0.3036
chr11_97884103_97884416_MACS_peak_3514 0.6964 0.1250 0.1786
chr11_97899952_97900152_MACS_peak_3515 0.9821 0.0000 0.0179
chr11_97955310_97955515_MACS_peak_3517 1.0000 0.0000 0.0000
chr11_97971229_97971513_MACS_peak_3518 1.0000 0.0000 0.0000
chr11_97977831_97978191_MACS_peak_3519 1.0000 0.0000 0.0000
chr11_97987615_97987847_MACS_peak_3520 0.6607 0.1250 0.2143
chr11_98026616_98026830_MACS_peak_3523 0.8929 0.0714 0.0357
chr11_98148893_98149232_MACS_peak_6371 0.8036 0.0893 0.1071
chr11_98149351_98149891_MACS_peak_6372 0.6429 0.1607 0.1964
chr11_98149474_98150160_MACS_peak_3524 0.6250 0.2143 0.1607
chr11_98192869_98193524_MACS_peak_6374 0.6607 0.0536 0.2857
chr11_98202665_98203390_MACS_peak_3526 0.3750 0.3393 0.2857
chr11_98203039_98203491_MACS_peak_6375 0.3929 0.3393 0.2679
chr11_98247418_98247706_MACS_peak_6377 0.9464 0.0357 0.0179
chr11_98329558_98329758_MACS_peak_6379 0.9643 0.0357 0.0000
chr11_98342606_98342963_MACS_peak_6380 0.8214 0.0536 0.1250
chr11_98358189_98358536_MACS_peak_6381 0.7857 0.1071 0.1071
chr11_98358276_98358614_MACS_peak_3527 0.8036 0.0714 0.1250
chr11_98361175_98361536_MACS_peak_6382 0.8393 0.0357 0.1250
chr11_98393436_98393636_MACS_peak_3528 0.9821 0.0000 0.0179
chr11_98400183_98400563_MACS_peak_6383 0.8750 0.0357 0.0893
chr11_98400183_98400623_MACS_peak_3529 0.8750 0.0179 0.1071
chr11_98412403_98412647_MACS_peak_6384 0.9286 0.0357 0.0357
chr11_98438710_98439069_MACS_peak_3530 0.9286 0.0000 0.0714
chr11_98438952_98439282_MACS_peak_6386 0.9286 0.0000 0.0714
chr11_98459170_98459557_MACS_peak_3531 1.0000 0.0000 0.0000
chr11_98469893_98470140_MACS_peak_3532 0.9464 0.0357 0.0179
chr11_98470253_98470530_MACS_peak_3533 0.9464 0.0536 0.0000
chr11_98545751_98545951_MACS_peak_6390 0.9464 0.0357 0.0179
chr11_98545824_98546024_MACS_peak_3534 0.9821 0.0000 0.0179
chr11_98550660_98550933_MACS_peak_3535 0.9286 0.0536 0.0179
chr11_98550989_98551297_MACS_peak_3536 0.7321 0.1607 0.1071
chr11_98581550_98581999_MACS_peak_6392 0.6607 0.0714 0.2679
chr11_98587015_98587419_MACS_peak_6393 0.5893 0.1250 0.2857
chr11_98587109_98587421_MACS_peak_3537 0.6250 0.1250 0.2500
chr11_98588191_98588391_MACS_peak_3538 0.8929 0.0536 0.0536
chr11_98635544_98635744_MACS_peak_6394 0.9286 0.0357 0.0357
chr11_98654392_98654592_MACS_peak_3540 0.9821 0.0179 0.0000
chr11_98655093_98655422_MACS_peak_6395 0.9107 0.0000 0.0893
chr11_98673167_98673499_MACS_peak_6396 0.8750 0.0179 0.1071
chr11_98682201_98682842_MACS_peak_6397 0.6071 0.0893 0.3036
chr11_98682255_98682509_MACS_peak_3541 0.6964 0.1071 0.1964
chr11_98682816_98683020_MACS_peak_3542 0.9107 0.0893 0.0000
chr11_98693376_98693576_MACS_peak_3543 1.0000 0.0000 0.0000
chr11_98710500_98710886_MACS_peak_6398 0.6964 0.0536 0.2500
chr11_98729288_98729656_MACS_peak_3544 0.8214 0.0000 0.1786
chr11_98729367_98729685_MACS_peak_6399 0.8214 0.0000 0.1786
chr11_98754790_98755011_MACS_peak_3547 0.9286 0.0179 0.0536
chr11_98754822_98755022_MACS_peak_6401 0.9286 0.0179 0.0536
chr11_98773751_98774182_MACS_peak_6402 0.6607 0.0714 0.2679
chr11_98773797_98774220_MACS_peak_3548 0.6786 0.0893 0.2321
chr11_98775362_98775743_MACS_peak_6403 0.8036 0.0357 0.1607
chr11_98786827_98787191_MACS_peak_6404 0.6250 0.1071 0.2679
chr11_98788944_98789179_MACS_peak_3549 0.8393 0.0000 0.1607
chr11_98794540_98794741_MACS_peak_3550 0.8929 0.0536 0.0536
chr11_98836808_98837248_MACS_peak_3554 0.8036 0.0893 0.1071
chr11_98840189_98840390_MACS_peak_6410 0.6786 0.2679 0.0536
chr11_98900934_98901134_MACS_peak_3557 1.0000 0.0000 0.0000
chr11_98917832_98918129_MACS_peak_6413 0.7679 0.1250 0.1071
chr11_98918214_98918601_MACS_peak_6414 0.6429 0.1071 0.2500
chr11_98937541_98937854_MACS_peak_6415 0.6250 0.1429 0.2321
chr11_98937591_98937838_MACS_peak_3559 0.6607 0.1250 0.2143
chr11_98941940_98942362_MACS_peak_6417 0.6250 0.1071 0.2679
chr11_98941944_98942212_MACS_peak_3560 0.6786 0.1786 0.1429
chr11_98959601_98959816_MACS_peak_3562 0.8393 0.1250 0.0357
chr11_98963598_98964051_MACS_peak_6419 0.6250 0.0536 0.3214
chr11_98966915_98967160_MACS_peak_6420 0.7857 0.0714 0.1429
chr11_98972349_98972562_MACS_peak_3563 0.9643 0.0000 0.0357
chr11_98982283_98982637_MACS_peak_6421 0.8929 0.0536 0.0536
chr11_99023994_99024634_MACS_peak_3564 0.7679 0.0357 0.1964
chr11_99024020_99024571_MACS_peak_6422 0.7679 0.0536 0.1786
chr11_99039877_99040152_MACS_peak_6423 0.7857 0.0357 0.1786
chr11_99041304_99041734_MACS_peak_6424 0.7857 0.0536 0.1607
chr11_99103190_99103417_MACS_peak_6426 0.8750 0.0179 0.1071
chr11_99111265_99111465_MACS_peak_3565 1.0000 0.0000 0.0000
chr11_99136560_99136848_MACS_peak_3566 1.0000 0.0000 0.0000
chr11_99142696_99142977_MACS_peak_6429 0.8929 0.0179 0.0893
chr11_99147908_99148127_MACS_peak_3567 0.8393 0.0893 0.0714
chr11_99150168_99150631_MACS_peak_6431 0.8929 0.0000 0.1071
chr11_99154976_99155423_MACS_peak_3568 0.9821 0.0179 0.0000
chr11_99170778_99171187_MACS_peak_3569 1.0000 0.0000 0.0000
chr11_99230108_99230969_MACS_peak_6433 0.6429 0.1071 0.2500
chr11_99230209_99230571_MACS_peak_3570 0.7679 0.0893 0.1429
chr11_99230707_99230907_MACS_peak_3571 0.8036 0.1429 0.0536
chr11_99238598_99238907_MACS_peak_3572 1.0000 0.0000 0.0000
chr11_9944796_9945129_MACS_peak_4709 0.9464 0.0000 0.0536
chr11_99932121_99932321_MACS_peak_6437 0.9464 0.0179 0.0357
chr12_100061648_100061856_MACS_peak_4631 0.9821 0.0000 0.0179
chr12_100159356_100159914_MACS_peak_8193 0.6429 0.0179 0.3393
chr12_100159399_100159937_MACS_peak_4632 0.6429 0.0179 0.3393
chr12_100228166_100228366_MACS_peak_4637 1.0000 0.0000 0.0000
chr12_100276998_100277388_MACS_peak_8198 0.8214 0.0179 0.1607
chr12_100292917_100293184_MACS_peak_8199 0.9643 0.0179 0.0179
chr12_100349546_100349816_MACS_peak_8200 0.9464 0.0357 0.0179
chr12_100480713_100480913_MACS_peak_8201 0.9286 0.0000 0.0714
chr12_100615390_100615590_MACS_peak_8208 0.9643 0.0000 0.0357
chr12_100639856_100640214_MACS_peak_4641 1.0000 0.0000 0.0000
chr12_100681289_100681650_MACS_peak_8209 0.9107 0.0000 0.0893
chr12_100724943_100725603_MACS_peak_4643 0.3036 0.1250 0.5714
chr12_100753103_100753443_MACS_peak_8211 0.9286 0.0000 0.0714
chr12_100778222_100778705_MACS_peak_8212 0.6964 0.0714 0.2321
chr12_100778993_100779193_MACS_peak_8213 0.8571 0.0893 0.0536
chr12_100779029_100779258_MACS_peak_4644 0.8750 0.0893 0.0357
chr12_100899405_100899667_MACS_peak_8215 0.7500 0.0536 0.1964
chr12_100908052_100908336_MACS_peak_8216 0.9464 0.0179 0.0357
chr12_100952356_100952589_MACS_peak_4646 0.9286 0.0714 0.0000
chr12_100978113_100978313_MACS_peak_8217 0.9464 0.0000 0.0536
chr12_100985285_100985485_MACS_peak_8218 0.9464 0.0357 0.0179
chr12_101016133_101016333_MACS_peak_4647 0.9286 0.0179 0.0536
chr12_101018002_101018357_MACS_peak_8219 0.8393 0.0357 0.1250
chr12_101018047_101018247_MACS_peak_4648 0.8571 0.0536 0.0893
chr12_101083254_101083454_MACS_peak_4650 0.8393 0.1071 0.0536
chr12_101149307_101149533_MACS_peak_8223 0.8571 0.0000 0.1429
chr12_101897137_101897348_MACS_peak_8225 0.9643 0.0000 0.0357
chr12_101912610_101913426_MACS_peak_8226 0.6607 0.0179 0.3214
chr12_101912715_101912955_MACS_peak_4652 0.8214 0.1429 0.0357
chr12_101913098_101913420_MACS_peak_4653 0.7143 0.0357 0.2500
chr12_101975576_101976286_MACS_peak_4655 0.7857 0.0536 0.1607
chr12_101975680_101976252_MACS_peak_8228 0.8036 0.0536 0.1429
chr12_102128128_102128328_MACS_peak_8230 0.9643 0.0179 0.0179
chr12_102183259_102183623_MACS_peak_8232 0.8393 0.0357 0.1250
chr12_102231987_102232301_MACS_peak_8233 0.8393 0.0357 0.1250
chr12_102242077_102242452_MACS_peak_8234 0.8750 0.0000 0.1250
chr12_102283263_102283552_MACS_peak_4656 0.8571 0.1071 0.0357
chr12_102302281_102302850_MACS_peak_8238 0.5536 0.0179 0.4286
chr12_102308418_102308882_MACS_peak_4657 0.9643 0.0179 0.0179
chr12_102439698_102439985_MACS_peak_8243 0.8571 0.0000 0.1429
chr12_102439698_102440019_MACS_peak_4658 0.8571 0.0000 0.1429
chr12_102451204_102451404_MACS_peak_8244 0.8929 0.0714 0.0357
chr12_102451641_102451965_MACS_peak_8245 0.7679 0.0893 0.1429
chr12_102517619_102518066_MACS_peak_8249 0.8571 0.0536 0.0893
chr12_102570149_102570409_MACS_peak_8250 0.9643 0.0179 0.0179
chr12_102605772_102605972_MACS_peak_8251 0.9107 0.0179 0.0714
chr12_102652069_102652355_MACS_peak_4660 1.0000 0.0000 0.0000
chr12_102652564_102652823_MACS_peak_4661 0.9821 0.0179 0.0000
chr12_102743427_102743965_MACS_peak_4664 0.6429 0.0893 0.2679
chr12_102743636_102744071_MACS_peak_8256 0.6250 0.1250 0.2500
chr12_102757571_102758107_MACS_peak_4665 0.6250 0.0714 0.3036
chr12_102877368_102877630_MACS_peak_8258 0.8214 0.1071 0.0714
